,music,speed,dance,folk,country,classical,musical,pop,rock,metal,punk,hiphop,reggae,jazz,rockNroll,alternative,latino,techno,opera,movies,horror,thriller,comedy,romantic,scifi,war,fantasy,animated,documentary,western,action,flying,storm,darkness,heights,spiders,snakes,rats,ageing,dogs,speaking,history,psychology,politics,math,physics,internet,pc,economy,biology,chemistry,reading,geography,languages,medicine,law,cars,art,religion,outdoors,dancing,instruments,writing,activeSport,passiveSport,gardening,celebrities,shopping,science,theatre,funs,extremeSports,pets,age,height,weight,siblings,gender,hand,education,onlyChild,place,typeOfHouse,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,finances,shoppingCentres,brandedClothing,entertainment,looks,gadgets,healthyFood
756,5,4,3,2,4,3,3,4,5,5,5,2,5,3,4,4,3,4,2,5,5,5,5,3,5,4,4,4,4,4,5,2,1,2,2,1,2,1,3,2,1,5,4,3,3,3,5,5,3,3,3,5,4,4,2,2,3,2,3,5,3,2,2,3,2,2,3,4,4,2,5,3,5,25,183,84,2,male,right handed,secondary school,no,city,block of flats,3,3,3,4,3,3,4,4,3,3,4,3,3,3,4,4,4,2,3,2,3,5,4,2,5,5,3,5,3,3,4,i am often running late,everytime it suits me,2,4,3,5,5,4,4,3,4,3,4,3,3,4,4,4,2,3,1,3,3,4,3,few hours a day,4,4,3,4,4,4,4
757,5,3,5,3,3,5,5,2,3,1,2,5,5,5,3,2,5,5,3,5,1,3,3,5,1,5,2,3,5,3,2,1,2,5,2,2,4,4,2,4,4,2,4,1,1,4,4,1,2,5,5,3,3,5,5,1,1,4,5,1,5,1,1,4,5,1,2,4,5,4,5,5,4,19,159,52,3,female,right handed,college/bachelor degree,no,village,house/bungalow,2,3,4,5,1,1,2,4,2,5,2,2,2,5,1,5,5,2,4,4,3,4,5,3,5,3,1,5,3,1,5,i am often running late,sometimes,2,5,2,5,2,4,3,5,5,1,4,5,3,2,5,5,3,3,3,5,4,3,1,few hours a day,4,4,4,5,4,2,4
758,5,5,4,1,1,2,1,3,1,1,1,3,1,1,2,2,1,5,1,5,5,5,5,3,5,5,5,5,4,2,5,1,2,2,2,2,5,3,1,3,3,2,2,1,3,4,4,5,3,2,3,1,3,4,2,1,5,1,1,4,1,1,1,5,5,3,1,4,5,2,3,4,4,20,197,100,1,male,right handed,college/bachelor degree,no,village,house/bungalow,1,5,5,3,3,1,2,3,3,3,5,1,5,5,3,3,3,3,3,3,3,5,5,3,4,4,3,1,3,1,2,i am often early,only to avoid hurting someone,2,1,3,3,3,2,1,4,3,5,3,5,1,3,3,4,3,4,1,2,3,3,3,few hours a day,3,4,3,3,3,3,3
759,5,3,5,4,3,5,5,5,4,3,3,3,3,4,5,4,4,2,5,5,1,3,5,5,5,3,5,5,5,3,5,3,2,2,3,2,5,2,3,2,2,5,4,2,4,2,3,3,1,2,5,5,4,3,5,2,4,5,5,5,4,5,5,3,4,5,3,5,5,5,5,5,5,18,192,91,0,male,right handed,secondary school,yes,village,block of flats,3,3,3,4,3,3,4,4,2,4,3,1,3,3,2,3,3,2,5,3,5,5,4,4,3,4,3,4,4,3,5,i am often early,sometimes,3,3,3,3,3,4,4,5,3,3,4,3,5,4,4,4,3,4,4,3,5,4,4,few hours a day,4,4,3,4,2,2,3
760,5,3,5,2,2,2,2,5,5,4,4,2,3,2,4,4,2,3,2,5,3,4,4,4,4,3,2,4,3,2,3,4,1,3,4,3,3,2,3,3,3,4,3,5,3,3,3,3,5,2,1,5,4,5,3,4,1,2,4,5,5,1,1,1,4,1,3,4,2,4,5,3,1,25,167,49,1,female,right handed,college/bachelor degree,yes,city,house/bungalow,5,4,2,4,5,1,4,4,1,5,3,2,2,5,5,5,4,1,4,2,2,4,4,2,3,3,5,1,2,2,5,i am always on time,sometimes,4,4,2,3,4,2,4,4,5,3,4,5,3,3,5,4,3,3,2,2,5,3,3,few hours a day,4,4,2,4,4,3,3
761,5,4,3,1,1,1,1,4,1,1,2,5,5,1,1,3,1,2,1,5,4,3,5,1,3,2,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,5,5,1,1,1,2,2,3,1,1,5,1,1,1,1,1,1,5,5,1,1,2,5,1,5,5,2,23,192,86,1,male,right handed,secondary school,no,city,block of flats,3,2,1,1,1,1,3,3,5,5,5,2,4,1,4,1,5,1,3,2,1,3,4,1,5,3,1,2,3,1,5,i am often running late,sometimes,2,4,1,1,4,4,1,1,5,4,2,1,1,1,5,5,5,4,1,5,4,2,1,few hours a day,1,2,5,5,3,5,3
762,5,3,4,1,1,1,1,3,3,1,3,4,5,1,3,5,1,3,1,5,5,5,5,3,2,3,2,2,4,3,5,1,1,1,1,1,1,1,1,1,1,5,3,5,3,3,4,4,4,2,2,4,5,5,4,4,5,2,3,4,1,3,1,5,5,1,1,4,4,2,5,5,5,24,190,84,1,male,right handed,college/bachelor degree,yes,city,house/bungalow,5,5,2,5,4,2,5,5,1,4,5,1,1,3,5,1,5,1,5,1,3,5,5,1,3,5,1,4,3,2,5,i am always on time,only to avoid hurting someone,3,5,1,5,5,3,2,4,5,2,4,1,2,2,5,5,4,3,2,4,5,4,2,less than an hour a day,2,4,5,5,5,5,5
763,5,3,3,2,1,3,3,3,5,3,5,1,1,3,3,4,1,3,3,5,2,3,4,3,4,4,2,5,5,2,3,3,3,1,3,3,3,5,1,5,4,5,2,3,1,1,3,3,1,3,1,5,3,4,1,1,1,5,3,5,2,5,3,5,5,3,1,2,4,5,5,1,5,20,186,78,3,male,left handed,college/bachelor degree,no,village,block of flats,5,3,3,4,3,3,4,5,1,5,3,1,3,5,5,5,3,3,5,1,5,5,4,3,3,4,5,3,3,3,3,i am often running late,only to avoid hurting someone,2,3,3,3,3,2,3,5,3,3,3,3,3,3,4,4,2,3,3,2,3,4,4,few hours a day,3,3,4,3,3,3,4
764,5,2,3,1,2,3,4,5,3,1,2,2,2,3,3,2,4,1,3,5,1,2,5,4,2,3,4,4,4,1,3,1,2,2,3,5,5,5,4,5,4,3,4,1,2,2,3,1,2,5,5,5,3,5,5,1,1,2,1,2,3,2,2,3,2,4,1,4,3,4,5,1,2,19,172,50,2,female,right handed,college/bachelor degree,no,village,house/bungalow,1,4,3,4,4,2,4,5,1,5,3,2,2,5,4,5,4,1,4,3,2,4,4,2,2,4,4,1,3,2,3,i am always on time,sometimes,2,2,4,4,2,2,3,4,2,2,3,5,4,5,3,4,2,3,4,5,3,4,3,less than an hour a day,4,5,2,2,3,1,4
765,5,3,2,1,2,4,3,4,5,5,5,2,2,3,5,4,2,2,1,5,3,3,5,2,5,2,4,4,3,2,5,1,1,1,1,1,1,1,1,3,3,2,5,1,3,4,5,5,1,3,3,2,3,5,4,3,5,2,3,3,1,1,1,5,5,1,2,2,5,1,4,5,3,18,186,76,1,male,right handed,secondary school,no,village,house/bungalow,1,3,2,2,3,1,3,5,1,3,5,3,1,2,1,4,5,2,5,5,2,5,4,4,4,2,4,2,3,1,2,i am often early,sometimes,2,4,4,3,2,4,1,2,4,1,4,5,5,1,4,4,4,3,2,3,4,3,2,few hours a day,4,2,4,3,2,2,4
766,5,5,5,5,5,4,4,4,4,5,4,4,4,4,5,3,4,4,4,5,2,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,5,5,3,3,2,4,4,4,3,3,4,4,2,5,5,1,3,5,5,2,5,2,2,3,5,4,5,5,4,5,4,4,3,4,3,2,4,25,167,60,2,female,left handed,secondary school,no,city,block of flats,4,3,5,4,4,3,5,4,4,5,4,2,4,4,2,4,4,3,4,5,5,5,3,2,5,5,5,5,5,5,2,i am often running late,sometimes,3,4,2,4,3,4,5,2,3,4,4,3,4,4,4,5,2,4,,1,2,5,2,most of the day,4,4,4,5,5,5,5
767,1,1,2,3,4,3,3,2,2,5,2,2,2,3,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,2,5,5,3,3,4,2,2,3,4,3,2,4,3,1,1,1,1,4,4,4,4,4,5,3,3,3,3,4,5,5,5,5,3,4,4,4,3,3,3,3,3,22,179,78,2,male,left handed,masters degree,no,city,block of flats,4,,2,1,3,5,5,1,4,2,3,4,4,4,3,3,3,3,3,3,2,2,2,1,5,2,4,4,3,,2,i am often running late,everytime it suits me,1,1,1,1,5,5,3,,3,3,3,3,3,3,4,4,1,2,5,3,2,3,1,few hours a day,3,3,3,3,3,3,3
768,4,3,3,1,2,3,1,4,3,2,2,5,3,3,3,3,3,3,1,4,5,5,5,3,1,3,3,3,3,1,5,1,1,2,3,4,5,4,2,3,4,3,3,3,2,2,4,4,5,2,2,1,3,3,2,4,3,1,1,2,1,1,1,1,1,1,2,3,3,1,4,3,4,26,185,92,1,male,right handed,masters degree,no,city,block of flats,3,3,4,2,4,1,5,5,3,3,3,1,2,2,4,3,3,1,3,1,3,4,5,3,3,3,3,1,3,2,3,i am always on time,only to avoid hurting someone,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,few hours a day,2,3,4,4,4,5,5
769,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,19,167,63,0,female,right handed,secondary school,yes,city,block of flats,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,i am always on time,never,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,less than an hour a day,4,4,4,4,4,4,4
770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,2,2,1,1,5,5,4,3,1,2,3,4,5,4,3,2,1,2,1,2,3,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,16,170,54,2,female,right handed,college/bachelor degree,no,city,house/bungalow,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,i am often early,only to avoid hurting someone,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,less than an hour a day,3,4,5,4,3,2,1
771,5,2,2,4,4,4,2,3,5,5,4,2,3,2,3,2,2,1,4,5,1,4,3,2,5,5,3,3,4,3,5,2,1,3,2,1,4,3,2,4,4,3,2,4,3,1,5,4,4,2,2,2,3,3,2,2,5,2,3,2,1,1,1,2,1,1,1,1,5,2,5,3,1,18,174,64,0,male,right handed,secondary school,yes,city,block of flats,3,1,1,2,2,3,4,3,3,2,2,2,4,3,3,4,3,4,2,3,3,2,4,3,2,3,3,4,4,2,3,i am often running late,everytime it suits me,4,2,3,4,2,3,4,3,2,5,3,2,3,4,2,3,3,4,2,5,2,3,2,few hours a day,4,2,4,4,3,3,4
772,5,4,3,1,2,4,3,4,2,1,1,4,1,1,4,2,4,1,2,5,3,3,5,4,4,3,4,3,2,1,3,3,2,2,2,4,5,5,4,4,4,3,4,3,1,1,4,3,1,3,1,3,4,4,1,2,3,2,3,4,4,3,2,3,3,3,4,5,2,3,5,3,4,20,170,53,1,female,right handed,secondary school,no,city,house/bungalow,3,2,3,2,2,2,3,3,2,4,3,2,2,3,2,2,2,2,2,2,3,2,3,2,4,3,4,5,3,3,4,i am often running late,sometimes,3,3,2,3,4,2,3,4,4,3,4,4,4,2,4,4,4,3,3,3,3,3,3,few hours a day,3,4,2,2,2,2,2
773,5,4,4,2,2,2,2,3,5,5,3,4,3,5,4,4,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,5,5,4,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,2,2,2,4,1,3,3,2,2,5,5,4,17,168,70,0,female,right handed,college/bachelor degree,yes,city,house/bungalow,3,2,4,2,3,5,4,4,2,4,2,2,5,3,3,4,5,3,5,2,5,5,5,4,5,4,4,4,3,5,5,i am often running late,only to avoid hurting someone,2,5,3,3,4,3,2,5,3,4,3,2,4,1,4,5,5,4,5,5,4,3,2,less than an hour a day,3,3,3,4,4,4,5
774,3,3,2,1,1,4,3,2,2,1,1,2,2,3,3,2,3,1,4,4,1,1,4,3,3,3,4,2,4,3,4,4,2,2,2,2,2,4,2,2,2,4,3,4,2,1,5,1,3,2,2,5,4,5,1,2,2,3,3,5,5,1,1,3,5,1,1,1,2,3,5,3,1,20,171,62,0,female,left handed,secondary school,yes,city,block of flats,4,3,4,4,3,4,4,3,2,5,2,1,1,4,3,3,4,2,3,3,3,3,3,2,3,3,2,3,4,2,4,i am always on time,sometimes,2,5,2,3,4,2,4,2,4,3,3,2,4,3,4,4,3,4,3,2,3,4,2,most of the day,2,1,2,3,3,3,4
775,5,3,2,1,1,4,3,3,4,1,2,4,2,2,3,4,4,5,4,5,2,3,5,5,3,1,4,5,5,2,3,3,2,2,2,3,5,3,3,3,2,3,4,2,2,2,5,5,4,3,1,4,5,5,3,3,3,5,3,5,5,4,4,3,4,4,4,5,5,5,5,5,5,19,165,51,3,female,right handed,college/bachelor degree,no,city,block of flats,3,3,2,2,5,2,2,5,1,3,4,1,1,5,1,5,5,2,3,1,1,5,5,5,5,2,2,3,4,3,2,i am often early,only to avoid hurting someone,2,5,4,3,5,3,2,5,3,3,3,1,5,3,3,4,1,3,5,3,4,5,5,few hours a day,1,5,3,5,5,5,5
776,5,3,3,5,1,3,3,4,5,1,1,3,1,3,5,2,5,5,3,5,1,3,5,5,3,5,5,5,5,5,5,4,1,1,1,1,1,1,1,1,2,5,3,5,1,1,5,5,5,2,1,1,3,5,3,2,5,3,3,5,3,5,5,1,5,3,3,3,5,3,5,5,3,25,168,62,1,male,right handed,masters degree,no,village,house/bungalow,5,5,1,3,5,5,5,5,5,5,5,1,3,1,5,5,5,1,3,5,5,5,5,5,5,5,3,5,5,5,5,i am always on time,only to avoid hurting someone,1,5,5,3,3,3,3,3,3,5,5,4,4,4,4,5,5,5,5,5,5,5,1,few hours a day,4,2,4,4,4,4,4
777,5,5,3,1,2,3,2,5,3,1,1,5,3,3,3,3,3,3,2,5,3,3,4,3,4,3,5,4,1,1,4,3,1,1,2,1,1,1,2,1,2,2,2,3,1,1,5,3,3,1,1,1,1,3,1,1,5,1,1,4,1,1,1,4,5,1,4,5,1,1,5,5,1,19,185,65,1,male,right handed,secondary school,no,city,block of flats,3,2,2,2,3,3,5,4,3,5,3,3,2,3,1,1,1,1,1,2,5,5,5,5,5,3,5,2,3,1,1,i am often early,sometimes,4,3,3,3,3,3,,3,3,3,3,4,4,1,3,3,3,3,,3,,3,3,few hours a day,3,3,3,3,3,3,3
778,5,3,2,1,1,1,3,5,2,1,1,3,2,1,2,1,1,1,1,5,3,3,5,5,1,1,4,3,2,1,2,4,3,4,3,5,5,3,3,4,5,2,3,1,2,1,5,1,2,1,1,3,1,3,1,1,3,3,1,4,2,2,1,5,5,1,5,5,1,5,5,3,5,18,165,55,0,female,right handed,secondary school,yes,city,block of flats,3,2,2,2,3,1,4,4,5,5,3,3,3,4,1,,4,3,5,2,4,3,3,2,5,4,5,3,4,1,3,i am always on time,sometimes,3,3,4,5,4,3,3,3,3,3,4,5,4,3,5,4,3,3,2,3,5,3,4,few hours a day,2,5,5,5,4,3,3
779,5,3,3,3,4,4,4,3,3,2,2,4,2,5,3,4,2,3,3,5,1,1,5,3,1,3,5,5,5,3,3,1,3,3,2,5,2,1,1,4,1,5,5,4,2,2,5,3,3,3,2,5,2,4,2,2,2,5,4,5,5,1,2,4,5,5,3,5,4,5,5,2,5,17,167,48,0,female,right handed,secondary school,yes,village,house/bungalow,5,4,5,5,5,3,4,5,1,5,5,1,1,3,1,1,5,2,5,1,5,5,5,1,5,4,3,5,3,1,5,i am often running late,only to avoid hurting someone,1,3,1,5,3,3,5,3,3,1,5,2,1,5,4,5,1,5,4,4,5,3,5,less than an hour a day,2,5,3,5,5,3,5
780,5,3,3,1,2,2,3,4,4,1,2,3,3,3,3,2,4,4,2,5,3,4,5,5,3,3,3,4,5,3,4,2,1,2,3,1,5,3,2,3,3,5,4,4,4,1,4,3,5,2,5,3,4,5,3,4,4,3,2,2,3,2,2,3,3,1,3,4,3,2,3,3,5,18,174,64,1,male,right handed,secondary school,no,city,block of flats,4,3,4,3,5,4,5,5,4,2,4,2,1,2,4,3,4,2,4,2,3,5,5,3,2,4,3,4,4,4,3,i am always on time,sometimes,3,3,2,3,3,3,2,4,5,3,4,5,3,1,4,3,4,4,3,5,4,3,4,few hours a day,3,5,4,3,3,3,4
781,4,2,4,1,2,3,2,3,3,1,1,1,1,4,4,1,3,2,3,4,4,2,4,3,2,1,5,5,5,1,2,1,3,1,1,1,2,1,3,5,4,5,5,2,1,1,2,2,1,5,3,5,1,3,3,1,1,4,1,4,2,1,2,1,5,5,2,3,1,5,5,4,5,20,171,63,1,female,right handed,secondary school,no,city,block of flats,4,1,3,4,1,1,4,3,1,5,1,1,1,2,5,4,5,1,5,2,2,5,4,3,2,1,2,1,3,2,3,i am often running late,only to avoid hurting someone,4,2,2,4,2,2,5,5,3,2,1,4,3,5,4,3,1,3,4,4,5,3,2,less than an hour a day,2,1,1,1,2,1,4
782,5,3,2,3,4,4,4,3,5,5,5,2,5,5,5,5,4,2,3,5,5,4,5,3,5,3,3,4,5,5,4,2,4,5,4,2,1,1,3,3,3,2,5,1,3,3,5,4,3,5,4,5,3,5,5,3,3,5,1,3,1,2,5,3,3,4,2,4,5,3,5,3,5,17,170,55,3,female,right handed,secondary school,no,village,house/bungalow,3,1,3,3,3,1,4,5,1,5,3,1,2,3,1,5,5,4,5,4,4,5,4,3,5,3,3,2,5,4,4,i am often early,sometimes,5,5,2,4,4,2,3,4,4,1,4,2,4,3,4,5,1,4,1,1,4,4,3,most of the day,4,4,1,4,4,4,2
783,5,3,2,5,2,4,5,4,5,4,1,2,3,3,3,2,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,2,1,3,1,3,3,3,5,3,3,2,3,5,5,3,4,2,5,4,2,3,2,4,3,3,4,1,1,1,3,1,1,4,4,5,3,5,3,5,21,182,70,1,male,right handed,secondary school,no,village,house/bungalow,3,3,2,1,2,3,3,3,1,5,3,3,2,3,2,2,4,1,4,1,3,5,4,3,5,4,3,5,3,3,5,i am always on time,only to avoid hurting someone,3,3,3,3,4,3,1,4,3,5,5,5,3,4,3,4,5,4,1,5,1,3,3,few hours a day,4,5,5,5,5,5,5
784,4,3,4,3,1,4,4,4,3,1,1,3,3,5,2,2,3,4,3,5,1,4,5,4,3,2,4,5,3,1,4,1,1,1,1,2,2,4,1,2,2,4,5,5,2,2,4,2,2,5,5,2,3,4,5,2,5,4,1,5,5,3,1,5,2,1,3,3,4,4,2,1,1,19,190,80,1,male,left handed,secondary school,no,city,block of flats,5,3,5,2,4,4,4,4,5,3,3,3,1,3,5,3,5,2,5,3,2,4,3,3,2,2,1,5,3,3,3,i am often early,sometimes,4,4,2,3,3,1,2,5,3,2,4,4,3,4,5,3,3,4,5,3,2,4,3,few hours a day,2,2,4,5,3,3,3
785,4,4,3,3,3,3,4,5,2,3,3,4,3,3,2,3,3,1,3,5,3,4,5,3,4,3,2,3,2,2,5,1,1,1,3,1,3,3,1,2,1,5,3,4,1,1,4,3,3,2,1,3,4,5,3,5,4,3,2,3,1,1,1,5,5,1,3,4,1,3,4,4,4,19,187,80,0,male,left handed,college/bachelor degree,yes,city,house/bungalow,5,3,3,3,3,3,3,5,3,3,2,3,4,2,5,3,4,1,5,1,3,4,3,3,5,3,3,3,3,3,3,i am always on time,only to avoid hurting someone,3,3,3,5,,3,3,3,3,3,4,2,4,2,2,3,5,2,3,4,5,2,1,few hours a day,2,3,5,3,3,3,3
786,5,3,3,2,2,4,3,4,5,4,1,2,2,5,5,4,4,3,2,4,2,4,4,4,5,5,3,4,4,1,5,1,1,1,2,1,1,1,5,1,1,4,2,4,2,2,5,1,2,5,5,4,2,3,5,4,5,2,3,5,2,1,1,4,2,1,1,2,3,3,5,4,1,19,193,83,0,male,right handed,secondary school,yes,city,block of flats,4,2,2,3,5,5,5,4,2,3,2,1,1,3,5,2,2,1,3,1,3,2,5,2,2,4,3,5,4,3,4,i am always on time,only to avoid hurting someone,3,1,5,4,3,2,3,3,3,3,4,3,3,1,3,3,4,4,4,5,3,4,2,few hours a day,3,3,5,3,3,5,2
787,5,3,2,2,1,2,4,5,2,2,1,5,3,2,3,3,3,3,1,5,3,3,5,4,3,5,5,5,3,2,4,2,2,3,2,1,1,1,2,2,1,5,4,5,3,2,4,1,2,1,1,4,3,3,2,5,4,3,3,4,2,1,1,4,5,1,3,4,2,3,5,5,2,16,177,70,1,male,right handed,primary school,no,city,block of flats,4,1,1,1,1,1,3,3,3,4,5,3,5,2,5,3,4,3,5,2,3,3,3,2,5,3,3,2,4,2,5,i am often early,everytime it suits me,3,3,4,5,3,4,2,4,4,3,5,1,3,2,4,3,3,3,1,5,5,4,2,few hours a day,2,4,4,5,5,5,4
788,5,3,2,1,2,3,3,4,3,2,3,4,4,2,2,4,3,1,2,4,1,3,4,3,2,3,4,4,2,1,5,1,1,3,1,1,2,3,5,5,1,2,3,3,1,1,3,2,4,3,2,3,2,4,3,4,1,2,1,3,2,1,1,3,5,1,2,3,1,3,5,3,1,18,158,50,2,female,left handed,primary school,no,city,block of flats,5,3,1,2,2,1,3,5,3,4,3,2,1,2,5,5,5,1,5,2,5,5,5,3,5,5,3,4,3,3,3,i am always on time,sometimes,2,5,3,3,4,3,4,5,5,3,5,1,4,5,3,5,1,3,3,5,,3,3,less than an hour a day,4,3,4,3,3,2,5
789,5,5,4,3,3,5,3,5,4,1,2,4,1,1,1,3,3,4,4,5,4,4,5,3,5,1,5,4,3,1,3,4,4,5,3,3,4,4,5,5,3,3,2,1,1,1,5,5,3,4,2,4,3,4,1,3,3,5,3,2,5,1,1,5,1,3,5,5,4,4,5,3,5,19,178,80,3,male,right handed,college/bachelor degree,no,village,house/bungalow,5,4,5,5,3,3,3,4,,4,5,4,3,5,5,5,5,1,5,3,3,4,4,1,5,3,5,4,1,3,5,i am often early,only to avoid hurting someone,1,4,5,5,5,3,4,3,4,5,5,3,,1,5,5,5,3,3,5,5,4,1,most of the day,2,5,5,5,5,4,4
790,5,5,3,2,2,4,1,2,5,5,4,2,1,1,5,5,1,4,1,5,5,5,4,3,5,2,2,5,5,2,4,2,2,1,5,2,2,1,4,3,4,3,4,1,3,4,4,2,1,5,5,2,1,4,4,1,1,2,2,3,4,3,5,2,2,2,1,2,5,2,4,3,1,20,173,66,1,female,right handed,secondary school,yes,village,house/bungalow,1,2,2,2,3,2,3,4,2,1,2,4,5,4,1,2,1,2,2,3,2,2,2,5,4,4,1,,3,1,2,i am always on time,everytime it suits me,3,2,4,3,2,3,4,5,2,5,2,3,3,2,3,1,,2,2,5,4,2,2,few hours a day,4,2,1,1,1,2,2
791,5,3,3,1,1,3,1,3,2,1,1,4,3,5,3,4,3,3,2,5,2,2,3,2,3,1,4,4,5,1,3,2,1,2,2,2,5,4,1,3,2,3,5,2,1,1,4,4,2,3,1,4,3,3,5,2,1,4,5,2,3,3,4,1,3,1,1,5,3,1,3,1,1,19,162,52,1,female,right handed,secondary school,no,city,block of flats,3,1,3,3,3,3,3,3,4,3,3,2,2,3,5,4,5,2,2,1,3,5,3,3,4,3,1,5,3,1,2,i am always on time,sometimes,4,5,3,5,4,3,4,3,4,4,3,4,4,3,3,4,3,3,5,4,3,3,5,few hours a day,1,4,1,2,5,1,4
792,5,4,3,2,2,3,1,3,4,3,2,4,3,3,1,1,3,3,1,3,2,4,4,4,2,3,2,1,4,3,5,3,3,3,4,1,1,4,4,5,4,4,3,2,1,1,4,3,3,3,1,1,2,2,1,1,5,1,3,3,1,1,1,1,5,1,3,4,5,1,5,5,3,21,192,93,1,male,right handed,masters degree,no,village,house/bungalow,3,3,3,2,4,4,3,4,1,5,3,2,2,3,2,3,2,2,3,3,4,5,4,2,4,4,4,5,3,2,4,i am always on time,sometimes,2,3,3,4,3,3,4,3,3,3,3,3,4,2,4,4,3,4,3,4,4,4,3,less than an hour a day,3,4,4,4,4,4,4
793,2,3,3,1,2,3,3,3,2,4,2,5,3,4,3,3,4,4,2,5,5,5,5,2,4,3,3,3,3,3,4,3,3,3,4,1,5,5,1,3,3,3,3,3,4,4,2,4,3,5,1,5,3,4,2,4,3,4,2,4,3,4,2,4,2,3,4,4,3,3,5,3,2,24,185,120,2,male,right handed,doctorate degree,no,city,house/bungalow,3,3,4,2,4,3,2,5,1,4,4,3,4,1,3,3,5,3,3,4,2,4,3,3,4,4,4,3,3,5,4,i am always on time,only to avoid hurting someone,2,3,3,4,1,5,3,3,4,4,3,4,4,4,3,3,4,1,4,1,3,5,1,few hours a day,4,3,3,4,2,4,3
794,4,5,3,1,1,1,1,5,2,1,1,5,1,1,1,1,1,1,1,5,5,5,5,2,4,5,2,2,2,1,5,1,1,1,1,1,5,1,1,1,3,2,1,2,1,1,3,2,1,1,1,1,1,1,1,1,5,1,1,4,1,1,1,5,5,1,2,3,1,2,5,4,5,23,190,95,1,male,right handed,secondary school,no,city,block of flats,3,4,2,3,3,1,5,5,3,3,5,2,5,3,3,3,5,2,1,1,1,3,3,1,4,3,5,5,5,3,5,i am always on time,everytime it suits me,3,3,3,2,3,3,3,3,3,3,3,3,3,1,5,4,5,5,3,5,5,3,1,less than an hour a day,5,3,5,2,1,5,5
795,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,4,2,4,2,4,2,4,2,4,2,4,2,1,1,1,1,5,5,3,3,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,2,5,5,3,2,2,4,1,5,5,5,4,5,5,5,30,173,69,0,female,right handed,secondary school,yes,city,block of flats,3,3,3,3,3,5,5,4,4,4,3,4,3,4,3,4,3,4,3,3,2,2,4,3,2,4,4,3,3,3,4,i am often running late,never,3,4,4,4,4,4,3,3,3,4,5,5,3,3,4,4,4,5,4,5,2,4,4,most of the day,5,5,5,5,5,5,5
796,3,5,3,2,2,4,3,5,1,4,3,4,4,2,4,3,4,2,3,3,3,4,4,5,3,3,2,3,3,3,3,5,3,4,5,5,5,3,4,3,4,3,4,4,4,4,3,4,4,2,1,1,3,4,3,4,4,5,3,5,4,4,4,4,4,5,4,3,5,4,2,5,4,27,189,113,3,male,left handed,doctorate degree,no,city,house/bungalow,4,3,4,5,5,5,4,5,5,5,3,5,4,2,3,4,4,1,2,4,2,3,4,2,3,4,4,2,3,3,4,i am often early,only to avoid hurting someone,4,4,3,3,4,5,2,4,3,3,5,3,4,4,3,4,5,5,3,4,5,4,4,less than an hour a day,4,4,4,2,5,4,4
